"consent","attention_1","attention_2","self_wash_hands","self_avoid_gatherings","self_isolate","self_share_post","other_wash_hands","other_avoid_gatherings","other_isolate","other_cancel_holiday","person_trustworthiness","person_moral","covid_threat","covid_self_die","covid_other_die","covid_self_responsible","covid_other_responsible","covid_control","covid_home_unpleasant","covid_sought_information","covid_cases_local","covid_cases_personal","forced_choice_message","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","mood_now","gender","age","ethnicity","health_condition","english_native","marital_status","children","living_situation","Q67_4_TEXT","local_state","education","employment","employer_home_support","income","perceived_class","interest_politics","economic_conservatism","social_conservatism","political_party","Q222_4_TEXT","social_media_hours","social_media_minutes","belief_god","religiosity","general_comments","source_condition","message_condition","gender_binary","gender_binary_numeric","race","education_numeric","overall_conservatism","impartial_beneficence","instrumental_harm","comp1_passed","comp2_passed","comp_passed"
1,2,3,7,7,7,7,7,7,7,7,5,6,3,1,7,7,7,3,6,5,"Yes","No","Utilitarian",7,5,7,1,4,6,5,7,5,1,"Male",20,"Other","No",1,1,"No Children","Partners/Family","","Wisconsin","Some college","Part-Time","No",5,7,3,4,2,"Democrat","",4,0,1,1,"","Citizen","Utilitarian","Male",NA,"Unspecified",2,3,4.8,5.75,"Passed","Passed","Passed"
1,2,3,5,2,1,1,4,3,2,2,3,5,3,1,1,3,5,3,6,5,"No","No","Utilitarian",3,2,3,2,2,2,2,3,5,2,"Male",64,"White","No",1,2,"2 Children","Partners/Family","","wisconsin","4 Year Degree","Unemployed",NA,8,6,3,5,4,"Republican","",0,0,10,7,"","Citizen","Utilitarian","Male",NA,"White",4,4.5,2.4,3,"Passed","Passed","Passed"
1,2,1,7,7,7,7,7,7,7,6,7,7,6,1,1,7,1,5,4,7,"Yes","No","Utilitarian",2,3,3,5,5,1,5,1,1,2,"Female",66,"White","No",1,4,"1 Child","Alone","","Missouri","4 Year Degree","Full-Time","Yes",4,7,3,4,4,"Democrat","",4,0,5,2,"I think the USA government should be forthcoming and tell us everything. ","Citizen","Deontological","Female",NA,"White",4,4,3.6,2,"Passed","Passed","Passed"
1,2,NA,6,7,5,1,5,4,4,1,4,5,6,1,3,7,4,3,7,7,"Yes","No","Virtue",4,2,5,5,7,5,2,2,4,4,"Female",26,"White","No",1,1,"No Children","Alone","","Ohio","PostGrad or Professional degree","Full-Time","Yes",4,6,3,1,1,"Democrat","",2,0,1,1,"","Citizen","Non-Moral","Female",NA,"White",5,1,4.6,3.25,"Passed","Passed","Passed"
1,2,2,7,7,6,4,4,3,1,5,4,6,7,4,4,6,5,5,1,5,"Yes","Not Sure","Utilitarian",1,2,3,5,2,1,1,1,4,4,"Male",36,"White","Yes",1,2,"No Children","Partners/Family","","Virginia","4 Year Degree","Full-Time","Yes",9,6,3,5,3,"Independent","",2,30,1,3,"","Citizen","Virtue","Male",NA,"White",4,4,2.6,1.75,"Passed","Passed","Passed"
1,2,NA,7,3,3,2,6,4,4,4,4,4,5,1,4,3,4,5,5,6,"Not Sure","No","Utilitarian",5,5,5,5,4,3,3,4,3,2,"Female",20,"White","No",1,1,"No Children","Housemates","","VA","Some college","Student",NA,3,6,3,3,1,"Democrat","",3,0,1,1,"-","Citizen","Non-Moral","Female",NA,"White",2,2,4.8,3.25,"Passed","Passed","Passed"
1,2,3,7,7,7,1,4,3,2,1,6,7,7,1,4,7,7,6,6,4,"Not Sure","No","Utilitarian",5,7,7,7,7,3,3,3,2,3,"Female",24,"White","No",1,1,"No Children","Partners/Family","","Virginia","4 Year Degree","Unemployed",NA,4,4,3,1,1,"Democrat","",5,0,1,5,"","Citizen","Utilitarian","Female",NA,"White",4,1,6.6,2.75,"Passed","Passed","Passed"
1,4,3,7,7,6,1,5,5,5,6,6,4,7,3,4,7,6,6,5,7,"Yes","No","Utilitarian",4,1,6,7,1,1,1,1,1,5,"Female",33,"Black","Not Sure",1,1,"No Children","Partners/Family","","Texas","2 year Degree","Part-Time","Yes",2,9,1,NA,NA,"None","",3,0,NA,NA,"","Leader","Utilitarian","Female",NA,"Black",3,NA,3.8,1,"Passed","Passed","Passed"
1,4,1,7,6,6,7,6,6,6,7,7,7,7,2,5,7,4,3,4,7,"Yes","No","Deontological",4,4,6,6,5,4,5,4,4,5,"Male",32,"Asian","No",1,2,"1 Child","Partners/Family","","Ohio","4 Year Degree","Full-Time","Yes",9,7,1,4,4,"Independent","",4,20,5,2,"","Leader","Deontological","Male",NA,"Asian",4,4,5,4.25,"Passed","Passed","Passed"
1,4,2,5,7,2,7,4,2,1,6,6,4,6,1,2,7,3,4,4,7,"No","No","Virtue",5,7,5,5,7,6,1,2,5,3,"Male",59,"White","Yes",1,2,"1 Child","Partners/Family","","Kentucky","PostGrad or Professional degree","Full-Time","No",10,4,3,4,1,"Democrat","",0,45,1,1,"progress bar pls. Also my gf is an ER pediatric anesthesiologist and I am a fire lieutenant - we HAVE to go to work. We are on the frontlines","Leader","Virtue","Male",NA,"White",5,2.5,5.8,3.5,"Passed","Passed","Passed"
1,4,NA,7,7,7,NA,1,1,1,1,4,4,7,2,2,7,6,4,1,1,"Not Sure","No","Utilitarian",1,1,4,4,1,1,1,1,1,4,"Female",66,"White","No",1,1,"No Children","Partners/Family","","PA","4 Year Degree","Unemployed",NA,4,9,3,1,1,"Democrat","",0,15,1,1,"I don't know who that person on Facebook is. I would do those things because I know they're important and helpful, but then I have a background in health care. I suppose there are people who will follow someone else's advice about things like this; I don't need to.","Leader","Non-Moral","Female",NA,"White",4,1,2.2,1,"Passed","Passed","Passed"
1,4,1,6,5,6,2,5,5,5,4,5,5,6,1,3,5,4,4,6,7,"Yes","No","Utilitarian",2,3,7,3,3,3,5,3,4,2,"Female",29,"White","No",1,1,"No Children","Housemates","","NY","PostGrad or Professional degree","Full-Time","Yes",7,3,3,2,1,"Democrat","",2,0,7,4,"","Leader","Deontological","Female",NA,"White",5,1.5,3.6,3.75,"Passed","Passed","Passed"
1,4,NA,6,7,6,5,5,5,5,7,7,7,7,1,2,7,5,4,1,7,"No","No","Utilitarian",4,2,4,3,3,3,1,5,3,3,"Female",73,"White","Yes",1,2,"2 Children","Partners/Family","","Florida","2 year Degree","Part-Time","No",6,6,2,1,1,"Democrat","",2,30,7,1,"How does one answer some of these moral questions and feel good about themselves?","Leader","Non-Moral","Female",NA,"White",3,1,3.2,3,"Passed","Passed","Passed"
1,4,1,7,7,7,4,3,4,3,4,4,4,7,1,3,2,7,4,3,4,"Not Sure","No","Utilitarian",4,4,4,3,2,4,4,3,3,3,"Female",19,"White","Not Sure",1,1,"No Children","Alone","","Wisconsin","High School","Part-Time","No",2,1,1,3,2,"None","",4,0,1,1,"","Leader","Deontological","Female",NA,"White",1,2.5,3.4,3.5,"Passed","Passed","Passed"
1,2,1,6,7,6,2,4,3,4,7,6,7,5,1,1,7,3,7,3,5,"No","No","Deontological",5,2,7,5,2,6,5,6,6,2,"Male",43,"Asian","No",1,1,"No Children","Alone","","Louisiana","4 Year Degree","Part-Time","Yes",1,5,1,2,2,"Democrat","",5,30,5,2,"","Citizen","Deontological","Male",NA,"Asian",4,2,4.2,5.75,"Passed","Passed","Passed"
1,2,2,7,6,6,1,6,6,6,6,6,4,4,1,2,6,6,4,1,2,"No","No","Deontological",3,1,3,2,2,3,1,3,3,3,"Female",41,"White","No",1,2,"2 Children","Partners/Family","","VT","PostGrad or Professional degree","Full-Time","Unsure",5,4,2,2,2,"Democrat","",1,0,10,5,"","Citizen","Virtue","Female",NA,"White",5,2,2.2,2.5,"Passed","Passed","Passed"
1,4,2,6,6,6,1,6,6,6,5,3,4,5,1,3,4,4,4,4,6,"Yes","No","Utilitarian",4,5,5,2,1,4,3,3,3,3,"Female",30,"White","Not Sure",1,1,"No Children","Alone","","AZ","4 Year Degree","Full-Time","Yes",5,7,1,4,4,"Democrat","",10,30,4,2,"","Leader","Virtue","Female",NA,"White",4,4,3.4,3.25,"Passed","Passed","Passed"
1,2,NA,7,7,6,1,7,5,5,6,5,6,7,1,3,7,5,5,6,7,"Yes","No","Utilitarian",2,1,7,3,4,3,3,6,2,4,"Female",37,"Other","No",1,1,"No Children","Partners/Family","","California","4 Year Degree","Part-Time","Yes",4,6,3,2,1,"Democrat","",3,0,1,1,"","Citizen","Non-Moral","Female",NA,"Unspecified",4,1.5,3.4,3.5,"Passed","Passed","Passed"
1,4,1,5,7,7,7,6,5,4,1,6,7,7,1,2,6,6,5,1,7,"Yes","No","Utilitarian",1,4,6,5,5,5,2,2,1,2,"Female",54,"White","Yes",1,2,"3 Children","Partners/Family","","Ohio","High School","Unemployed",NA,6,10,2,4,4,"Independent","",4,30,10,2,"5d7182191742e10001d5fc94","Leader","Deontological","Female",NA,"White",1,4,4.2,2.5,"Passed","Passed","Passed"
1,2,3,7,5,3,1,5,5,3,6,6,6,4,1,1,5,4,3,5,5,"No","No","Utilitarian",1,1,2,2,2,2,4,2,2,2,"Male",32,"White","No",1,2,"1 Child","Partners/Family","","Michigan","4 Year Degree","Full-Time","No",9,6,2,5,3,"Independent","",3,0,1,1,"No additional comments","Citizen","Utilitarian","Male",NA,"White",4,4,1.6,2.5,"Passed","Passed","Passed"
1,4,NA,7,7,7,4,5,4,4,6,4,4,5,1,1,6,3,7,1,4,"Yes","No","Utilitarian",4,4,4,3,4,1,1,1,1,2,"Female",62,"White","No",1,2,"1 Child","Partners/Family","","Illinois","Some college","Full-Time",NA,3,8,2,4,4,"Democrat","",1,0,9,1,"","Leader","Non-Moral","Female",NA,"White",2,4,3.8,1,"Passed","Passed","Passed"
1,4,2,5,1,1,1,6,5,4,6,4,4,2,1,1,2,2,2,1,4,"No","No","Utilitarian",1,1,1,1,1,3,4,5,3,3,"Female",27,"White","No",1,1,"No Children","Alone","","Alaska","PostGrad or Professional degree","Full-Time","No",6,4,1,3,1,"Democrat","",1,2,1,1,"I really dont' care about COVID-19.","Leader","Virtue","Female",NA,"White",5,2,1,3.75,"Passed","Passed","Passed"
1,2,1,7,7,7,4,6,6,6,4,6,6,6,4,4,4,4,6,2,7,"Yes","No","Deontological",2,1,5,5,2,2,1,4,2,2,"Female",68,"Hispanic","No",1,2,"2 Children","Partners/Family","","New Mexico","4 Year Degree","Unemployed",NA,4,5,3,3,2,"Democrat","",4,30,10,4,"","Citizen","Deontological","Female",NA,"Unspecified",4,2.5,3,2.25,"Passed","Passed","Passed"
1,2,2,7,7,7,4,5,5,4,6,7,7,7,2,2,7,5,6,1,7,"No","No","Virtue",5,5,5,6,5,5,4,4,3,4,"Female",66,"White","Yes",1,2,"2 Children","Partners/Family","","Michigan","Some college","Unemployed",NA,4,4,3,2,2,"Democrat","",6,0,10,6,"People are so selfish they just don't care. They look at this pandemic as an inconvenience in their lives without caring about the weaker people.","Citizen","Virtue","Female",NA,"White",2,2,5.2,4,"Passed","Passed","Passed"
1,4,3,4,4,1,7,1,4,5,3,2,4,5,1,7,7,5,5,3,5,"Yes","No","Virtue",2,3,3,7,7,7,2,1,7,1,"Male",24,"White","Prefer not to say",1,2,"No Children","Partners/Family","","California","PostGrad or Professional degree","Full-Time","Yes",10,2,2,1,7,"Republican","",8,4,10,1,"So uninteresting","Leader","Utilitarian","Male",NA,"White",5,4,4.4,4.25,"Passed","Passed","Passed"
1,2,NA,6,6,5,2,4,4,4,4,4,4,6,2,6,5,6,5,4,6,"No","No","Deontological",4,3,6,5,5,3,3,4,4,3,"Female",46,"Asian","No",1,2,"2 Children","Partners/Family","","ca","4 Year Degree","Part-Time","Yes",10,8,3,5,6,"Republican","",0,40,10,4,"","Citizen","Non-Moral","Female",NA,"Asian",4,5.5,4.6,3.5,"Passed","Passed","Passed"
1,4,3,7,7,7,7,7,6,6,7,7,7,7,3,4,6,7,6,4,7,"No","No","Utilitarian",1,3,6,7,2,5,1,5,6,3,"Female",70,"White","No",1,2,"No Children","Housemates","","New Hampshire","2 year Degree","Unemployed",NA,9,NA,2,2,2,"Democrat","",4,5,4,3,"","Leader","Utilitarian","Female",NA,"White",3,2,3.8,4.25,"Passed","Passed","Passed"
1,4,2,7,6,5,4,7,6,5,4,7,7,7,3,3,6,3,5,2,7,"Not Sure","No","Deontological",3,5,5,5,5,3,4,5,4,2,"Male",74,"White","No",2,2,"2 Children","Partners/Family","","Iowa","Some college","Unemployed",NA,7,5,3,4,4,"Republican","",3,30,1,1,"","Leader","Virtue","Male",NA,"White",2,4,4.6,4,"Passed","Passed","Passed"
1,2,1,7,4,1,3,5,4,3,5,4,5,5,1,7,4,1,5,7,4,"Yes","No","Deontological",4,5,3,3,4,4,3,5,5,2,"Male",25,"Asian","No",2,1,"No Children","Partners/Family","","texas","High School","Student",NA,4,5,1,4,4,"None","",2,30,10,2,"","Citizen","Deontological","Male",NA,"Asian",1,4,3.8,4.25,"Passed","Passed","Passed"
1,4,1,6,4,5,2,4,3,3,6,5,6,5,1,1,4,3,3,5,7,"No","No","Utilitarian",4,2,1,1,2,2,5,6,5,2,"Male",19,"Hispanic","No",1,1,"No Children","Partners/Family","","California","Some college","Student",NA,2,6,2,6,4,"Independent","",1,0,8,4,"","Leader","Deontological","Male",NA,"Unspecified",2,5,2,4.5,"Passed","Passed","Passed"
1,2,NA,6,4,2,2,5,4,5,6,4,4,5,2,3,4,2,2,4,6,"Yes","Not Sure","Utilitarian",1,1,1,1,1,1,1,4,4,3,"Male",60,"White","No",1,4,"1 Child","Partners/Family","","Arizona ","PostGrad or Professional degree","Full-Time","Yes",10,8,3,6,6,"Republican","",2,0,9,5,"","Citizen","Non-Moral","Male",NA,"White",5,6,1,2.5,"Passed","Passed","Passed"
1,2,2,7,5,6,5,5,6,6,6,6,7,7,7,7,6,7,7,4,7,"Yes","No","Utilitarian",1,5,7,7,4,4,6,4,5,3,"Other",31,"Black","Yes",1,1,"No Children","Partners/Family","","Florida","2 year Degree","Part-Time","No",4,9,3,2,3,"Democrat","",5,30,10,5,"","Citizen","Virtue",NA,NA,"Black",3,2.5,4.8,4.75,"Passed","Passed","Passed"
1,2,NA,6,5,6,5,5,6,6,6,6,7,5,3,3,6,5,5,5,7,"No","No","Deontological",4,6,6,7,7,4,6,5,4,3,"Male",25,"Hispanic","No",2,1,"No Children","Alone","","Pennsylvania","2 year Degree","Full-Time","Unsure",9,4,2,4,4,"Democrat","",2,0,10,5,"","Citizen","Non-Moral","Male",NA,"Unspecified",3,4,6,4.75,"Passed","Passed","Passed"
1,2,2,7,7,7,4,4,4,4,4,5,6,7,3,4,7,7,5,6,7,"Yes","No","Utilitarian",4,4,5,3,5,4,3,4,4,6,"Female",35,"White","Yes",1,2,"2 Children","Partners/Family","","MI","4 Year Degree","Part-Time","Yes",3,5,3,1,1,"Democrat","",2,0,1,1,"","Citizen","Virtue","Female",NA,"White",4,1,4.2,3.75,"Passed","Passed","Passed"
1,2,2,4,5,3,1,5,5,4,6,4,4,6,1,1,4,4,2,2,4,"No","No","Deontological",2,2,5,3,2,2,2,3,5,3,"Female",40,"White","No",1,2,"4+ Children","Partners/Family","","North Carolina","Some college","Full-Time","Yes",9,6,1,6,2,"Independent","",2,0,7,1,"","Citizen","Virtue","Female",NA,"White",2,4,2.8,3,"Passed","Passed","Passed"
1,2,1,4,4,4,1,3,3,3,1,4,4,7,2,4,6,6,3,2,6,"Yes","Not Sure","Utilitarian",2,2,3,5,2,2,3,2,2,3,"Female",60,"White","No",1,2,"No Children","Partners/Family","","TX","PostGrad or Professional degree","Part-Time","Yes",4,7,3,1,1,"Independent","",2,30,1,1,"","Citizen","Deontological","Female",NA,"White",5,1,2.8,2.25,"Passed","Passed","Passed"
1,4,3,4,4,5,1,3,3,4,2,5,6,5,1,2,4,3,4,1,7,"Yes","No","Utilitarian",4,5,6,2,4,2,3,1,2,3,"Male",53,"White","Yes",1,2,"2 Children","Partners/Family","","Oklahoma","Some college","Full-Time","Yes",8,6,3,1,1,"Democrat","",1,30,1,1,"","Leader","Utilitarian","Male",NA,"White",2,1,4.2,2,"Passed","Passed","Passed"
1,2,3,7,7,7,4,5,5,5,7,5,5,6,1,1,6,7,5,5,6,"No","No","Utilitarian",4,4,5,5,5,4,4,3,4,1,"Male",22,"Black","Yes",1,1,"No Children","Partners/Family","","Kansas","Some college","Full-Time","No",6,6,2,3,3,"Democrat","",2,0,10,7,"","Citizen","Utilitarian","Male",NA,"Black",2,3,4.6,3.75,"Passed","Passed","Passed"
1,4,1,7,7,7,5,7,7,7,6,7,7,7,3,3,5,6,7,2,6,"Yes","No","Deontological",3,5,7,5,3,1,1,5,2,4,"Male",50,"White","No",1,2,"4+ Children","Partners/Family","","Va","4 Year Degree","Full-Time","Yes",10,7,2,2,2,"Democrat","",4,0,1,1,"Thank you.","Leader","Deontological","Male",NA,"White",4,2,4.6,2.25,"Passed","Passed","Passed"
1,4,NA,1,4,4,1,1,4,4,2,4,4,6,1,1,4,4,5,2,4,"Not Sure","No","Deontological",4,4,2,2,4,5,2,4,5,3,"Female",28,"White","No",1,1,"No Children","Alone","","wi","4 Year Degree","Full-Time","Unsure",9,7,2,2,1,"Democrat","",1,0,1,1,"","Leader","Non-Moral","Female",NA,"White",4,1.5,3.2,4,"Passed","Passed","Passed"
1,4,2,7,6,6,2,5,6,6,7,4,6,5,1,2,5,1,4,4,6,"Yes","No","Utilitarian",1,1,4,2,3,5,3,1,3,4,"Male",20,"White","No",1,1,"No Children","Partners/Family","","NY","2 year Degree","Full-Time","Yes",6,5,2,5,4,"Democrat","",3,20,4,2,"","Leader","Virtue","Male",NA,"White",3,4.5,2.2,3,"Passed","Passed","Passed"
1,2,1,7,2,1,1,7,6,6,4,4,5,4,1,1,6,4,6,2,7,"No","No","Deontological",1,1,7,6,3,1,1,1,1,4,"Female",39,"White","Yes",1,4,"No Children","Partners/Family","","PA","2 year Degree","Part-Time","No",4,9,2,7,7,"Independent","",3,15,10,7,"They need to make it known that the Shengai Government is using high dose Vitamin C as a very successful treat against the corona virus and the W.H.O & C.D.C. should make that well know treatment and a mandatory treatment unless contraindicated. Over the last 100 years there has been NO side effects or complications from mega dose IV vitamin C. High dose IV vitamin C is know to kill many viruses including the flu. Also, they should let the public know about taking oral higher dose vitamin C and how to safely do that. The only side effect that I know of is GI Distress/(explosive) diarrhea if they take too much vitamin C or take their dose all at once instead of 1 or 2 grams throughout the day. Google high fose vitamin C to bowel tolerance (loose stool). You will fine that has been used for decades for many ailments. Signed an ICU RN of 20 years. High dose IV Vitamin C has even been used to successfully treat sepsis in the ICU (a potentially lethal cobdition).","Citizen","Deontological","Female",NA,"White",3,7,3.6,1,"Passed","Passed","Passed"
1,4,1,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,"Yes","No","Utilitarian",7,7,7,7,7,1,7,7,1,6,"Female",46,"White","No",1,2,"3 Children","Partners/Family","","Florida","4 Year Degree","Full-Time","Yes",6,6,1,4,4,"Independent","",12,5,1,1,"","Leader","Deontological","Female",NA,"White",4,4,7,4,"Passed","Passed","Passed"
1,2,2,6,6,5,6,4,4,4,4,6,6,6,1,4,7,6,6,4,7,"Not Sure","No","Deontological",5,5,5,6,4,4,4,4,4,4,"Female",30,"White","No",1,1,"No Children","Alone","","Colorado","Some college","Full-Time","Yes",6,5,2,2,2,"Democrat","",4,30,8,6,"","Citizen","Virtue","Female",NA,"White",2,2,5,4,"Passed","Passed","Passed"
1,2,3,6,6,3,1,4,4,3,4,4,4,6,2,4,6,3,4,4,6,"Yes","No","Deontological",3,5,3,5,5,3,5,5,5,5,"Male",43,"White","No",1,2,"4+ Children","Partners/Family","","Ohio","PostGrad or Professional degree","Full-Time","Yes",10,3,2,5,3,"Democrat","",1,NA,10,3,"","Citizen","Utilitarian","Male",NA,"White",5,4,4.2,4.5,"Passed","Passed","Passed"
1,2,3,7,7,7,7,7,6,5,4,7,7,7,2,4,7,1,5,4,7,"Yes","No","Utilitarian",2,5,5,6,5,2,3,3,2,3,"Male",35,"Asian","Yes",1,2,"No Children","Partners/Family","","California","PostGrad or Professional degree","Full-Time","No",5,5,2,3,3,"Democrat","",2,0,9,6,"","Citizen","Utilitarian","Male",NA,"Asian",5,3,4.6,2.5,"Passed","Passed","Passed"
1,4,NA,7,5,3,6,4,3,3,3,5,6,7,1,1,7,4,2,2,7,"Yes","No","Utilitarian",3,3,3,2,6,2,4,2,4,3,"Female",20,"Other","Yes",1,2,"No Children","Partners/Family","","Texas","High School","Unemployed",NA,1,4,3,1,1,"Other","Socialist",8,30,6,2,"","Leader","Non-Moral","Female",NA,"Unspecified",1,1,3.4,3,"Passed","Passed","Passed"
1,4,1,7,7,6,4,6,6,5,7,7,7,5,1,2,7,4,5,2,7,"No","No","Deontological",3,2,6,5,4,3,4,4,4,2,"Female",43,"White","No",1,1,"No Children","Partners/Family","","Michigan","Some college","Part-Time","Yes",1,7,2,1,2,"None","",2,0,10,6,"","Leader","Deontological","Female",NA,"White",2,1.5,4,3.75,"Passed","Passed","Passed"
1,2,2,7,7,7,7,5,6,6,6,7,7,7,4,4,7,6,4,6,7,"No","No","Deontological",2,4,6,5,7,4,6,2,4,4,"Female",68,"White","Yes",1,3,"2 Children","Alone","","Michigan","Some college","Unemployed",NA,4,8,3,1,1,"Democrat","",4,30,1,1,"It is terrifying, especially with the current administration","Citizen","Virtue","Female",NA,"White",2,1,4.8,4,"Passed","Passed","Passed"
1,4,2,6,7,2,1,5,3,4,3,6,6,6,3,5,7,5,4,6,7,"Not Sure","No","Utilitarian",4,6,4,3,6,4,3,5,3,3,"Male",73,"White","Not Sure",1,2,"2 Children","Partners/Family","","Massachusetts","4 Year Degree","Part-Time","No",8,5,3,3,2,"Democrat","",0,30,2,1,"","Leader","Virtue","Male",NA,"White",4,2.5,4.6,3.75,"Passed","Passed","Passed"
1,2,3,7,7,7,7,6,5,4,5,5,6,7,3,3,7,4,5,1,7,"No","No","Utilitarian",4,4,4,5,6,4,3,4,4,3,"Female",69,"White","No",1,4,"1 Child","Partners/Family","","Oklahoma","High School","Unemployed",NA,3,8,3,3,2,"Independent","",2,30,10,4,"","Citizen","Utilitarian","Female",NA,"White",1,2.5,4.6,3.75,"Passed","Passed","Passed"
1,4,2,6,6,3,2,4,4,2,5,5,4,5,4,5,4,3,5,4,6,"Yes","No","Utilitarian",3,5,2,4,3,3,2,4,3,3,"Male",42,"White","No",1,2,"1 Child","Partners/Family","","Kentucky","4 Year Degree","Full-Time","Yes",6,8,2,5,3,"Democrat","",0,40,2,2,"Thanks","Leader","Virtue","Male",NA,"White",4,4,3.4,3,"Passed","Passed","Passed"
1,2,NA,3,6,6,4,3,5,4,2,4,5,5,2,4,5,4,4,2,6,"No","No","Utilitarian",4,2,5,1,2,2,1,2,2,3,"Female",22,"Hispanic","No",2,1,"No Children","Alone","","California","Some college","Student",NA,3,6,2,3,2,"Democrat","",5,0,10,6,"","Citizen","Non-Moral","Female",NA,"Unspecified",2,2.5,2.8,1.75,"Passed","Passed","Passed"
1,4,3,5,7,4,6,5,5,5,5,7,7,7,1,4,7,1,7,5,7,"Yes","No","Virtue",1,3,1,6,1,4,4,5,5,2,"Female",55,"White","Yes",1,2,"1 Child","Partners/Family","","Mississippi","4 Year Degree","Full-Time","No",7,5,3,4,4,"Democrat","",5,0,5,2,"","Leader","Utilitarian","Female",NA,"White",4,4,2.4,4.5,"Passed","Passed","Passed"
1,4,1,7,5,5,1,5,5,5,7,6,6,7,1,3,5,6,4,5,7,"Yes","No","Utilitarian",4,4,5,4,3,4,4,4,4,2,"Male",25,"White","No",1,2,"No Children","Partners/Family","","Texas","4 Year Degree","Full-Time","Yes",6,4,2,4,4,"Independent","",2,0,5,3,"","Leader","Deontological","Male",NA,"White",4,4,4,4,"Passed","Passed","Passed"
1,2,NA,7,7,7,2,4,4,4,3,5,5,6,2,2,3,3,5,3,7,"Yes","No","Virtue",1,1,2,2,2,1,1,2,2,3,"Female",26,"Other","No",1,1,"No Children","Partners/Family","","Georgia","4 Year Degree","Unemployed",NA,3,5,2,1,1,"None","",2,0,3,1,"","Citizen","Non-Moral","Female",NA,"Unspecified",4,1,1.6,1.5,"Passed","Passed","Passed"
1,2,3,7,5,4,4,5,4,4,2,4,5,6,2,5,6,3,4,3,6,"No","No","Utilitarian",4,2,5,6,2,3,2,1,2,4,"Male",73,"White","Yes",1,2,"4+ Children","Partners/Family","","New Mexico","4 Year Degree","Part-Time","Yes",7,5,3,3,4,"Independent","",1,0,7,5,"It was a very timely survey.","Citizen","Utilitarian","Male",NA,"White",4,3.5,3.8,2,"Passed","Passed","Passed"
1,4,NA,7,2,1,1,2,1,2,7,1,4,7,4,4,7,1,4,7,7,"Yes","No","Deontological",1,1,4,4,4,1,1,1,1,4,"Female",69,"White","Yes",1,2,"1 Child","Partners/Family","","New York ","4 Year Degree","Part-Time","Yes",6,6,3,1,1,"Democrat","",0,20,1,1,"5c5c8a688089970001788f30","Leader","Non-Moral","Female",NA,"White",4,1,2.8,1,"Passed","Passed","Passed"
1,2,NA,5,6,6,1,4,4,4,5,5,3,7,6,7,7,4,6,1,7,"Yes","No","Utilitarian",1,1,7,6,4,2,6,1,2,3,"Female",66,"White","Yes",1,4,"4+ Children","Partners/Family","","Indiana","High School","Unemployed",NA,2,8,3,1,1,"Independent","",6,30,1,1,"","Citizen","Non-Moral","Female",NA,"White",1,1,3.8,2.75,"Passed","Passed","Passed"
1,4,NA,7,7,7,1,7,7,7,7,7,7,7,1,1,7,7,4,1,7,"No","No","Utilitarian",2,5,3,2,4,2,2,2,4,3,"Female",45,"White","No",1,2,"No Children","Partners/Family","","Florida","4 Year Degree","Full-Time","No",5,5,2,4,3,"Democrat","",1,1,3,2,"","Leader","Non-Moral","Female",NA,"White",4,3.5,3.2,2.5,"Passed","Passed","Passed"
1,4,NA,6,5,4,2,6,6,6,3,7,7,6,2,3,2,2,4,3,5,"No","No","Deontological",3,6,6,6,5,5,6,6,6,3,"Male",20,"Asian","No",1,1,"No Children","Partners/Family","","Illinois","Some college","Student",NA,7,5,2,4,4,"None","",2,30,3,2,"","Leader","Non-Moral","Male",NA,"Asian",2,4,5.2,5.75,"Passed","Passed","Passed"
1,2,2,6,4,1,4,4,4,4,2,4,5,5,1,4,6,4,3,4,4,"Yes","No","Deontological",3,3,5,2,2,1,3,7,7,4,"Male",24,"White","No",1,2,"No Children","Housemates","","Missouri","4 Year Degree","Student",NA,5,6,3,3,2,"Democrat","",2,10,10,4,"","Citizen","Virtue","Male",NA,"White",4,2.5,3,4.5,"Passed","Passed","Passed"
1,2,2,7,7,7,5,7,6,6,4,5,5,7,1,1,4,7,7,7,4,"No","No","Deontological",1,1,7,1,1,3,1,6,5,1,"Male",41,"Hispanic","No",1,2,"2 Children","Partners/Family","","California","Some college","Full-Time","Yes",9,6,3,5,5,"Republican","",1,30,1,1,"","Citizen","Virtue","Male",NA,"Unspecified",2,5,2.2,3.75,"Passed","Passed","Passed"
1,2,2,7,7,6,3,6,6,6,5,6,6,6,3,3,7,4,4,3,7,"Not Sure","No","Utilitarian",4,3,4,5,5,3,2,3,4,3,"Female",70,"White","Yes",1,4,"No Children","Alone","","Virginia","Some college","Unemployed",NA,4,8,3,2,2,"Democrat","",1,0,7,5,"Some of the choices were quite challenging.","Citizen","Virtue","Female",NA,"White",2,2,4.2,3,"Passed","Passed","Passed"
1,4,3,7,7,6,2,5,6,5,7,7,7,7,3,7,6,1,7,2,7,"Yes","No","Utilitarian",4,3,2,3,2,4,7,7,5,3,"Male",47,"Black","Not Sure",1,2,"No Children","Partners/Family","","New Jersey","4 Year Degree","Part-Time","Yes",7,7,3,6,5,"Independent","",1,0,3,3,"","Leader","Utilitarian","Male",NA,"Black",4,5.5,2.8,5.75,"Passed","Passed","Passed"
